,word,rating
367,I,1.0
368,wouldn't,1.0
369,change,1.0
370,anything,1.0
371,about,1.0
372,The,1.0
373,Godfather.,1.0
374,There,1.0
375,is,1.0
376,nothing,1.0
377,weak,1.0
378,about,1.0
379,it,1.0
380,and,1.0
381,nothing,1.0
382,that,1.0
383,stands,1.0
384,out,1.0
385,as,1.0
386,bad.,1.0
387,That's,1.0
388,why,1.0
389,it,1.0
390,gets,1.0
391,ten,1.0
392,out,1.0
393,of,1.0
394,ten.,1.0
395,This,1.0
396,is,1.0
397,one,1.0
398,of,1.0
399,those,1.0
400,films,1.0
401,that,1.0
402,made,1.0
403,me,1.0
404,wonder,1.0
405,why,1.0
406,I,1.0
407,hadn't,1.0
408,seen,1.0
409,it,1.0
410,earlier.,1.0
411,The,1.0
412,acting,1.0
413,from,1.0
414,everyone,1.0
415,involved,1.0
416,is,1.0
417,"great,",1.0
418,Marlon,1.0
419,Brando,1.0
420,comes,1.0
421,across,1.0
422,perfectly,1.0
423,as,1.0
424,the,1.0
425,head,1.0
426,of,1.0
427,the,1.0
428,"family,",1.0
429,and,1.0
430,James,1.0
431,Caan,1.0
432,and,1.0
433,Al,1.0
434,Pacino,1.0
435,are,1.0
436,excellent,1.0
437,as,1.0
438,his,1.0
439,sons.,1.0
440,The,1.0
441,soundtrack,1.0
442,by,1.0
443,Nino,1.0
444,Rota,1.0
445,is,1.0
446,also,1.0
447,very,1.0
448,"memorable,",1.0
449,bringing,1.0
450,back,1.0
451,memories,1.0
452,of,1.0
453,the,1.0
454,film,1.0
455,every,1.0
456,time,1.0
457,I,1.0
458,hear,1.0
459,it.,1.0
460,The,1.0
461,plot,1.0
462,has,1.0
463,to,1.0
464,be,1.0
465,excellent,1.0
466,for,1.0
467,it,1.0
468,to,1.0
469,get,1.0
470,ten,1.0
471,out,1.0
472,of,1.0
473,"ten,",1.0
474,and,1.0
475,it,1.0
476,"is,",1.0
477,it's,1.0
478,far,1.0
479,from,1.0
480,predictable,1.0
481,and,1.0
482,the,1.0
483,film,1.0
484,is,1.0
485,the,1.0
486,definition,1.0
487,of,1.0
488,a,1.0
489,great,1.0
490,epic.,1.0
491,The,1.0
492,film,1.0
493,is,1.0
494,pretty,1.0
495,shocking,1.0
496,in,1.0
497,the,1.0
498,way,1.0
499,every,1.0
500,death,1.0
501,occurs,1.0
502,almost,1.0
503,"instantaneously,",1.0
504,and,1.0
505,as,1.0
506,it,1.0
507,spans,1.0
508,ten,1.0
509,years,1.0
510,so,1.0
511,many,1.0
512,different,1.0
513,things,1.0
514,happen,1.0
515,and,1.0
516,every,1.0
517,minute,1.0
518,of,1.0
519,it,1.0
520,is,1.0
521,great,1.0
522,entertainment.,1.0
523,It's,1.0
524,a,1.0
525,well-made,1.0
526,and,1.0
527,entertaining,1.0
528,film,1.0
529,that,1.0
530,is,1.0
531,only,1.0
532,the,1.0
533,first,1.0
534,part,1.0
535,of,1.0
536,a,1.0
537,"trilogy,",1.0
538,but,1.0
539,it,1.0
540,stands,1.0
541,on,1.0
542,its,1.0
543,own,1.0
544,as,1.0
545,a,1.0
546,wonderful,1.0
547,film,1.0
548,in,1.0
549,its,1.0
550,own,1.0
551,right.,1.0
552,If,1.0
553,you,1.0
554,haven't,1.0
555,seen,1.0
556,"it,",1.0
557,what,1.0
558,are,1.0
559,you,1.0
560,waiting,1.0
561,for?,1.0
562,This,1.0
563,was,1.0
564,one,1.0
565,acclaimed,1.0
566,film,1.0
567,that,1.0
568,didn't,1.0
569,disappoint.,1.0
570,This,1.0
571,movie,1.0
572,is,1.0
573,way,1.0
574,to,1.0
575,be,1.0
576,good,1.0
577,to,1.0
578,be,1.0
579,labelled,1.0
580,a,1.0
581,sequel,1.0
582,to,1.0
583,The,1.0
584,Godfather,1.0
585,.,1.0
586,Rather,1.0
587,it,1.0
588,is,1.0
589,more,1.0
590,of,1.0
591,a,1.0
592,companion,1.0
593,piece,1.0
594,to,1.0
595,the,1.0
596,original,1.0
597,and,1.0
598,the,1.0
599,two,1.0
600,perfectly,1.0
601,compliment,1.0
602,each,1.0
603,other,1.0
604,.,1.0
605,IT,1.0
606,is,1.0
607,both,1.0
608,a,1.0
609,sequel,1.0
610,and,1.0
611,prequel,1.0
612,showing,1.0
613,the,1.0
614,rise,1.0
615,of,1.0
616,the,1.0
617,young,1.0
618,vito,1.0
619,and,1.0
620,moral,1.0
621,decline,1.0
622,of,1.0
623,Micheal,1.0
624,.,1.0
625,Both,1.0
626,characters,1.0
627,are,1.0
628,brought,1.0
629,to,1.0
630,life,1.0
631,with,1.0
632,uncanny,1.0
633,ability,1.0
634,by,1.0
635,Robert,1.0
636,DeNiro,1.0
637,and,1.0
638,Al,1.0
639,Pacino,1.0
640,.,1.0
641,To,1.0
642,say,1.0
643,that,1.0
644,these,1.0
645,two,1.0
646,are,1.0
647,good,1.0
648,actors,1.0
649,is,1.0
650,like,1.0
651,saying,1.0
652,that,1.0
653,a,1.0
654,nuclear,1.0
655,bomb,1.0
656,makes,1.0
657,a,1.0
658,loud,1.0
659,noise,1.0
660,and,1.0
661,in,1.0
662,this,1.0
663,movie,1.0
664,they,1.0
665,prove,1.0
666,why,1.0
667,they,1.0
668,are,1.0
669,at,1.0
670,the,1.0
671,top,1.0
672,of,1.0
673,their,1.0
674,respective,1.0
675,crafts,1.0
676,.,1.0
677,Al,1.0
678,Pacino,1.0
679,is,1.0
680,the,1.0
681,standout,1.0
682,in,1.0
683,the,1.0
684,ensemble,1.0
685,cast,1.0
686,and,1.0
687,its,1.0
688,amazing,1.0
689,how,1.0
690,his,1.0
691,eyes,1.0
692,have,1.0
693,changed,1.0
694,from,1.0
695,the,1.0
696,first,1.0
697,part,1.0
698,.,1.0
699,They,1.0
700,are,1.0
701,now,1.0
702,cold,1.0
703,",",1.0
704,ruthless,1.0
705,and,1.0
706,unemotional,1.0
707,and,1.0
708,betray,1.0
709,the,1.0
710,price,1.0
711,which,1.0
712,Micheal,1.0
713,Corleone,1.0
714,has,1.0
715,paid,1.0
716,for,1.0
717,power,1.0
718,.,1.0
719,Watch,1.0
720,this,1.0
721,movie,1.0
722,and,1.0
723,learn,1.0
724,why,1.0
725,it,1.0
726,is,1.0
727,the,1.0
728,greatest,1.0
729,gangster,1.0
730,film,1.0
731,of,1.0
732,all,1.0
733,time.,1.0
734,We've,1.0
735,been,1.0
736,subjected,1.0
737,to,1.0
738,enormous,1.0
739,amounts,1.0
740,of,1.0
741,hype,1.0
742,and,1.0
743,marketing,1.0
744,for,1.0
745,the,1.0
746,Dark,1.0
747,Knight.,1.0
748,We've,1.0
749,seen,1.0
750,Joker,1.0
751,scavenger,1.0
752,hunts,1.0
753,and,1.0
754,one,1.0
755,of,1.0
756,the,1.0
757,largest,1.0
758,viral,1.0
759,campaigns,1.0
760,in,1.0
761,advertising,1.0
762,history,1.0
763,and,1.0
764,it,1.0
765,culminates,1.0
766,with,1.0
767,the,1.0
768,actual,1.0
769,release,1.0
770,of,1.0
771,the,1.0
772,movie.,1.0
773,Everything,1.0
774,that's,1.0
775,been,1.0
776,said,1.0
777,is,1.0
778,pretty,1.0
779,much,1.0
780,spot,1.0
781,on.,1.0
782,This,1.0
783,is,1.0
784,the,1.0
785,first,1.0
786,time,1.0
787,I,1.0
788,can,1.0
789,remember,1.0
790,where,1.0
791,a,1.0
792,summer,1.0
793,blockbuster,1.0
794,film,1.0
795,far,1.0
796,surpasses,1.0
797,the,1.0
798,hype.,1.0
799,For,1.0
800,as,1.0
801,much,1.0
802,action,1.0
803,as,1.0
804,there,1.0
805,is,1.0
806,in,1.0
807,this,1.0
808,"movie,",1.0
809,it's,1.0
810,the,1.0
811,acting,1.0
812,that,1.0
813,makes,1.0
814,it,1.0
815,a,1.0
816,great,1.0
817,piece,1.0
818,of,1.0
819,work.,1.0
820,Between,1.0
821,all,1.0
822,the,1.0
823,"punches,",1.0
824,explosions,1.0
825,and,1.0
826,stunt-work,1.0
827,is,1.0
828,some,1.0
829,great,1.0
830,dialog,1.0
831,work.,1.0
832,All,1.0
833,the,1.0
834,actors,1.0
835,have,1.0
836,their,1.0
837,moments.,1.0
838,Bale's,1.0
839,Batman,1.0
840,is,1.0
841,the,1.0
842,definitive,1.0
843,Batman,1.0
844,because,1.0
845,we,1.0
846,see,1.0
847,everything,1.0
848,in,1.0
849,this,1.0
850,character,1.0
851,finally,1.0
852,on,1.0
853,film.,1.0
854,Martial,1.0
855,arts,1.0
856,"skills,",1.0
857,"cunning,",1.0
858,great,1.0
859,tactical,1.0
860,"thinking,",1.0
861,forensic,1.0
862,"application,",1.0
863,technological,1.0
864,genius,1.0
865,to,1.0
866,advance,1.0
867,or,1.0
868,improve,1.0
869,Luscious,1.0
870,Fox's,1.0
871,inventions/technological,1.0
872,"breakthroughs,",1.0
873,intimidating,1.0
874,"personality,",1.0
875,and,1.0
876,even,1.0
877,a,1.0
878,little,1.0
879,swashbuckling.,1.0
880,As,1.0
881,for,1.0
882,"Heath,",1.0
883,yes,1.0
884,he,1.0
885,gets,1.0
886,credit,1.0
887,for,1.0
888,his,1.0
889,performance,1.0
890,as,1.0
891,the,1.0
892,Joker.,1.0
893,But,1.0
894,you,1.0
895,have,1.0
896,to,1.0
897,also,1.0
898,recognize,1.0
899,Jonathan,1.0
900,and,1.0
901,Chris,1.0
902,Nolan,1.0
903,for,1.0
904,the,1.0
905,writing,1.0
906,and,1.0
907,treatment,1.0
908,of,1.0
909,the,1.0
910,character.,1.0
911,It's,1.0
912,not,1.0
913,just,1.0
914,the,1.0
915,fact,1.0
916,that,1.0
917,Ledger,1.0
918,makes,1.0
919,the,1.0
920,Joker,1.0
921,so,1.0
922,"menacing,",1.0
923,but,1.0
924,the,1.0
925,Nolans,1.0
926,have,1.0
927,given,1.0
928,the,1.0
929,character,1.0
930,this,1.0
931,great,1.0
932,manifesto,1.0
933,that,1.0
934,drives,1.0
935,its,1.0
936,actions.,1.0
937,The,1.0
938,Joker's,1.0
939,stance,1.0
940,on,1.0
941,"chaos,",1.0
942,"order,",1.0
943,"anarchy,",1.0
944,the,1.0
945,morality,1.0
946,of,1.0
947,the,1.0
948,average,1.0
949,modern,1.0
950,human,1.0
951,being,1.0
952,make,1.0
953,the,1.0
954,character,1.0
955,so,1.0
956,interesting,1.0
957,psychologically.,1.0
958,The,1.0
959,Nolans,1.0
960,drafted,1.0
961,a,1.0
962,complex,1.0
963,character,1.0
964,and,1.0
965,only,1.0
966,a,1.0
967,perfect,1.0
968,performance,1.0
969,could've,1.0
970,pulled,1.0
971,something,1.0
972,like,1.0
973,this,1.0
974,off.,1.0
975,That's,1.0
976,how,1.0
977,difficult,1.0
978,of,1.0
979,a,1.0
980,role,1.0
981,this,1.0
982,"was,",1.0
983,and,1.0
984,that's,1.0
985,why,1.0
986,Ledger's,1.0
987,performance,1.0
988,is,1.0
989,so,1.0
990,great.,1.0
991,This,1.0
992,isn't,1.0
993,an,1.0
994,action,1.0
995,movie.,1.0
996,It's,1.0
997,a,1.0
998,film,1.0
999,that,1.0
1000,explores,1.0
1001,literary,1.0
1002,themes,1.0
1003,of,1.0
1004,the,1.0
1005,hero,1.0
1006,and,1.0
1007,"villain,",1.0
1008,as,1.0
1009,well,1.0
1010,as,1.0
1011,order,1.0
1012,and,1.0
1013,anarchy.,1.0
1014,"Yes,",1.0
1015,listen,1.0
1016,to,1.0
1017,the,1.0
1018,dialog,1.0
1019,because,1.0
1020,it's,1.0
1021,all,1.0
1022,in,1.0
1023,there.,1.0
1024,One,1.0
1025,of,1.0
1026,the,1.0
1027,early,1.0
1028,scenes,1.0
1029,in,1.0
1030,"""Pulp",1.0
1031,"Fiction""",1.0
1032,features,1.0
1033,two,1.0
1034,hit-men,1.0
1035,discussing,1.0
1036,what,1.0
1037,a,1.0
1038,Big,1.0
1039,Mac,1.0
1040,is,1.0
1041,called,1.0
1042,in,1.0
1043,other,1.0
1044,countries.,1.0
1045,Their,1.0
1046,dialogue,1.0
1047,is,1.0
1048,witty,1.0
1049,and,1.0
1050,"entertaining,",1.0
1051,and,1.0
1052,it's,1.0
1053,also,1.0
1054,"disarming,",1.0
1055,because,1.0
1056,it,1.0
1057,makes,1.0
1058,these,1.0
1059,two,1.0
1060,thugs,1.0
1061,seem,1.0
1062,all,1.0
1063,too,1.0
1064,normal.,1.0
1065,If,1.0
1066,you,1.0
1067,didn't,1.0
1068,know,1.0
1069,"better,",1.0
1070,you,1.0
1071,might,1.0
1072,assume,1.0
1073,these,1.0
1074,were,1.0
1075,regular,1.0
1076,guys,1.0
1077,having,1.0
1078,chit-chat,1.0
1079,on,1.0
1080,their,1.0
1081,way,1.0
1082,to,1.0
1083,work.,1.0
1084,Other,1.0
1085,than,1.0
1086,the,1.0
1087,comic,1.0
1088,payoff,1.0
1089,at,1.0
1090,the,1.0
1091,end,1.0
1092,of,1.0
1093,the,1.0
1094,"scene,",1.0
1095,in,1.0
1096,which,1.0
1097,they,1.0
1098,use,1.0
1099,parts,1.0
1100,of,1.0
1101,this,1.0
1102,conversation,1.0
1103,to,1.0
1104,taunt,1.0
1105,their,1.0
1106,"victims,",1.0
1107,their,1.0
1108,talk,1.0
1109,has,1.0
1110,no,1.0
1111,relevance,1.0
1112,to,1.0
1113,anything,1.0
1114,in,1.0
1115,the,1.0
1116,"film,",1.0
1117,or,1.0
1118,to,1.0
1119,anything,1.0
1120,"else,",1.0
1121,for,1.0
1122,that,1.0
1123,matter.,1.0
1124,Yet,1.0
1125,without,1.0
1126,such,1.0
1127,"scenes,",1.0
1128,"""Pulp",1.0
1129,"Fiction""",1.0
1130,wouldn't,1.0
1131,be,1.0
1132,"""Pulp",1.0
1133,"Fiction.""",1.0
1134,I,1.0
1135,get,1.0
1136,the,1.0
1137,sense,1.0
1138,that,1.0
1139,Tarantino,1.0
1140,put,1.0
1141,into,1.0
1142,the,1.0
1143,film,1.0
1144,whatever,1.0
1145,struck,1.0
1146,his,1.0
1147,"fancy,",1.0
1148,and,1.0
1149,somehow,1.0
1150,the,1.0
1151,final,1.0
1152,product,1.0
1153,is,1.0
1154,not,1.0
1155,only,1.0
1156,coherent,1.0
1157,but,1.0
1158,wonderfully,1.0
1159,textured.,1.0
1160,It's,1.0
1161,no,1.0
1162,wonder,1.0
1163,that,1.0
1164,fans,1.0
1165,spend,1.0
1166,so,1.0
1167,much,1.0
1168,time,1.0
1169,debating,1.0
1170,what,1.0
1171,was,1.0
1172,in,1.0
1173,the,1.0
1174,"suitcase,",1.0
1175,reading,1.0
1176,far,1.0
1177,more,1.0
1178,into,1.0
1179,the,1.0
1180,story,1.0
1181,than,1.0
1182,Tarantino,1.0
1183,probably,1.0
1184,intended.,1.0
1185,The,1.0
1186,film,1.0
1187,is,1.0
1188,so,1.0
1189,intricately,1.0
1190,"structured,",1.0
1191,with,1.0
1192,so,1.0
1193,many,1.0
1194,astonishing,1.0
1195,"details,",1.0
1196,many,1.0
1197,of,1.0
1198,which,1.0
1199,you,1.0
1200,won't,1.0
1201,pick,1.0
1202,up,1.0
1203,on,1.0
1204,the,1.0
1205,first,1.0
1206,"viewing,",1.0
1207,that,1.0
1208,it,1.0
1209,seems,1.0
1210,to,1.0
1211,cry,1.0
1212,out,1.0
1213,for,1.0
1214,some,1.0
1215,deeper,1.0
1216,explanation.,1.0
1217,But,1.0
1218,there,1.0
1219,is,1.0
1220,no,1.0
1221,deeper,1.0
1222,explanation.,1.0
1223,"""Pulp",1.0
1224,"Fiction,""",1.0
1225,"is,",1.0
1226,as,1.0
1227,the,1.0
1228,title,1.0
1229,"indicates,",1.0
1230,purely,1.0
1231,an,1.0
1232,exercise,1.0
1233,in,1.0
1234,technique,1.0
1235,and,1.0
1236,"style,",1.0
1237,albeit,1.0
1238,a,1.0
1239,brilliant,1.0
1240,and,1.0
1241,layered,1.0
1242,one.,1.0
1243,Containing,1.0
1244,numerous,1.0
1245,references,1.0
1246,to,1.0
1247,other,1.0
1248,"films,",1.0
1249,it,1.0
1250,is,1.0
1251,like,1.0
1252,a,1.0
1253,great,1.0
1254,work,1.0
1255,of,1.0
1256,abstract,1.0
1257,"art,",1.0
1258,or,1.0
1259,"""art",1.0
1260,about,1.0
1261,"art.""",1.0
1262,It,1.0
1263,has,1.0
1264,all,1.0
1265,the,1.0
1266,characteristics,1.0
1267,we,1.0
1268,associate,1.0
1269,with,1.0
1270,great,1.0
1271,movies:,1.0
1272,fine,1.0
1273,"writing,",1.0
1274,first-rate,1.0
1275,"acting,",1.0
1276,unforgettable,1.0
1277,"characters,",1.0
1278,and,1.0
1279,one,1.0
1280,of,1.0
1281,the,1.0
1282,most,1.0
1283,well-constructed,1.0
1284,narratives,1.0
1285,I've,1.0
1286,ever,1.0
1287,seen,1.0
1288,in,1.0
1289,a,1.0
1290,film.,1.0
1291,But,1.0
1292,to,1.0
1293,what,1.0
1294,end?,1.0
1295,The,1.0
1296,self-contained,1.0
1297,story,1.0
1298,does,1.0
1299,not,1.0
1300,seem,1.0
1301,to,1.0
1302,have,1.0
1303,bearing,1.0
1304,on,1.0
1305,anything,1.0
1306,but,1.0
1307,itself.,1.0
1308,The,1.0
1309,movie,1.0
1310,becomes,1.0
1311,a,1.0
1312,bit,1.0
1313,easier,1.0
1314,to,1.0
1315,understand,1.0
1316,once,1.0
1317,you,1.0
1318,realize,1.0
1319,that,1.0
1320,it's,1.0
1321,essentially,1.0
1322,a,1.0
1323,black,1.0
1324,comedy,1.0
1325,dressed,1.0
1326,up,1.0
1327,as,1.0
1328,a,1.0
1329,crime,1.0
1330,drama.,1.0
1331,Each,1.0
1332,of,1.0
1333,the,1.0
1334,three,1.0
1335,main,1.0
1336,story,1.0
1337,threads,1.0
1338,begins,1.0
1339,with,1.0
1340,a,1.0
1341,situation,1.0
1342,that,1.0
1343,could,1.0
1344,easily,1.0
1345,form,1.0
1346,the,1.0
1347,subplot,1.0
1348,of,1.0
1349,any,1.0
1350,standard,1.0
1351,gangster,1.0
1352,movie.,1.0
1353,But,1.0
1354,something,1.0
1355,always,1.0
1356,goes,1.0
1357,"wrong,",1.0
1358,some,1.0
1359,small,1.0
1360,unexpected,1.0
1361,accident,1.0
1362,that,1.0
1363,causes,1.0
1364,the,1.0
1365,whole,1.0
1366,situation,1.0
1367,to,1.0
1368,come,1.0
1369,tumbling,1.0
1370,"down,",1.0
1371,leading,1.0
1372,the,1.0
1373,increasingly,1.0
1374,desperate,1.0
1375,characters,1.0
1376,to,1.0
1377,absurd,1.0
1378,measures.,1.0
1379,Tarantino's,1.0
1380,originality,1.0
1381,stems,1.0
1382,from,1.0
1383,his,1.0
1384,ability,1.0
1385,to,1.0
1386,focus,1.0
1387,on,1.0
1388,small,1.0
1389,details,1.0
1390,and,1.0
1391,follow,1.0
1392,them,1.0
1393,where,1.0
1394,they,1.0
1395,"lead,",1.0
1396,even,1.0
1397,if,1.0
1398,they,1.0
1399,move,1.0
1400,the,1.0
1401,story,1.0
1402,away,1.0
1403,from,1.0
1404,conventional,1.0
1405,plot,1.0
1406,developments.,1.0
1407,Perhaps,1.0
1408,no,1.0
1409,screenplay,1.0
1410,has,1.0
1411,ever,1.0
1412,found,1.0
1413,a,1.0
1414,better,1.0
1415,use,1.0
1416,for,1.0
1417,digressions.,1.0
1418,"Indeed,",1.0
1419,the,1.0
1420,whole,1.0
1421,film,1.0
1422,seems,1.0
1423,to,1.0
1424,consist,1.0
1425,of,1.0
1426,digressions.,1.0
1427,No,1.0
1428,character,1.0
1429,ever,1.0
1430,says,1.0
1431,anything,1.0
1432,in,1.0
1433,a,1.0
1434,"simple,",1.0
1435,straightforward,1.0
1436,manner.,1.0
1437,Jules,1.0
1438,could,1.0
1439,have,1.0
1440,simply,1.0
1441,told,1.0
1442,"Yolanda,",1.0
1443,"""Be",1.0
1444,cool,1.0
1445,and,1.0
1446,no,1.0
1447,one's,1.0
1448,going,1.0
1449,to,1.0
1450,get,1.0
1451,"hurt,""",1.0
1452,which,1.0
1453,is,1.0
1454,just,1.0
1455,the,1.0
1456,type,1.0
1457,of,1.0
1458,line,1.0
1459,you'd,1.0
1460,find,1.0
1461,in,1.0
1462,a,1.0
1463,"generic,",1.0
1464,run-of-the-mill,1.0
1465,action,1.0
1466,flick.,1.0
1467,"Instead,",1.0
1468,he,1.0
1469,goes,1.0
1470,off,1.0
1471,on,1.0
1472,a,1.0
1473,tangent,1.0
1474,about,1.0
1475,what,1.0
1476,Fonzie,1.0
1477,is,1.0
1478,like.,1.0
1479,Tarantino,1.0
1480,savors,1.0
1481,every,1.0
1482,word,1.0
1483,of,1.0
1484,his,1.0
1485,"characters,",1.0
1486,finding,1.0
1487,a,1.0
1488,potential,1.0
1489,wisecrack,1.0
1490,in,1.0
1491,every,1.0
1492,statement,1.0
1493,and,1.0
1494,infusing,1.0
1495,the,1.0
1496,dialogue,1.0
1497,with,1.0
1498,clever,1.0
1499,pop,1.0
1500,culture,1.0
1501,references.,1.0
1502,But,1.0
1503,the,1.0
1504,lines,1.0
1505,aren't,1.0
1506,just,1.0
1507,witty;,1.0
1508,they,1.0
1509,are,1.0
1510,full,1.0
1511,of,1.0
1512,intelligent,1.0
1513,observations,1.0
1514,about,1.0
1515,human,1.0
1516,behavior.,1.0
1517,Think,1.0
1518,of,1.0
1519,Mia's,1.0
1520,statement,1.0
1521,to,1.0
1522,"Vincent,",1.0
1523,"""That's",1.0
1524,when,1.0
1525,you,1.0
1526,know,1.0
1527,you've,1.0
1528,found,1.0
1529,somebody,1.0
1530,special:,1.0
